id,name,type,address,category,latitude,longitude,distanceMeters,sequence,description,source_row
B0LDTXVXB4,速能重卡超充站,汽车服务;充电站;充电站,保台线长葛市君益加油站东南侧,新能源重卡充电站,34.20730029299928,113.92473666830446,4840,6,,32
B0MGTR7M4K,新电途汽车充电站(锦添重卡充电站),汽车服务;充电站;充电站,水寨镇龙腾大道河南省伊川县滨河高级中学,新能源重卡充电站,34.430644413101184,112.46175071235658,963,1,,33
B0LAFPYIBP,蔚景云汽车充电站(搭搭充电伊电重卡站),汽车服务;充电站;充电站,伊川宏源气体科技有限公司656号,新能源重卡充电站,34.41875788549805,112.48897276782228,3061,2,,33
B0KKZ7FKMM,云快充超级充电站(鼎正充电站华美快充),汽车服务;充电站;充电站,伊川县鹤鸣大道,新能源重卡充电站,34.4042546667328,112.4221831295929,3759,3,,33
B0LRJBGKGO,云快充超级充电站(百企千联1007号重卡充电站),汽车服务;充电站;充电站,伊电大道与G36宁洛高速出口交叉口西340米,新能源重卡充电站,34.42072158421326,112.50430907957458,4430,4,,33
B0MAGNX7GX,新电途汽车充电站(兴超重卡充电站),汽车服务;充电站;充电站,南环路与洛栾快道红绿灯处大型停车场里,新能源重卡充电站,34.39950839698792,112.41537344569394,4573,5,,33
B0MG4KW1K4,星星充电汽车充电站(赫伊重卡充电站),汽车服务;充电站;充电站,涧水泉,新能源重卡充电站,34.446228413467416,112.41116396888734,4838,6,,33
B0L0YA5RIW,星星充电汽车充电站(周口天然气沈丘东环路加气重卡充电站),汽车服务;充电站;充电站,沙南产业区滨河东路与富康路交叉口,新能源重卡充电站,33.37107404411317,115.11927282762149,1544,1,,34
B0MBTSB3UD,星星充电汽车充电站(星星充电-重卡充电站),汽车服务;充电站;充电站,石槽集乡汽车充电站,新能源重卡充电站,33.368877842453,115.12411161506652,1908,2,,34
B0MD95OUCH,特来电汽车充电站(特来电周口沈丘周钢物流园充电站),汽车服务;充电站;专用充电站,石槽集乡河南安钢周口钢铁公司,新能源重卡充电站,33.363363813751235,115.13840088882446,3214,3,,34
B0L1PU6V3Y,特来电汽车充电站(特来电周口沈丘港重卡充电站),汽车服务;充电站;专用充电站,周营镇沈丘港物流园区刘集作业区,新能源重卡充电站,33.36140466659547,115.14025001687624,3410,4,,34
B0MDM5Y4FS,云快充超级充电站(鹿邑县唐集高速充电站),汽车服务;充电站;充电站,盐洛高速唐集出口对面宾馆楼下,新能源重卡充电站,33.92865832563781,115.07984664527892,1372,1,,35
B0MA65LHDU,云快充汽车充电站(河南盛达快速充电站),汽车服务;充电站;充电站,宋河大道与亚华大道交叉口向南200米(振华驾校),新能源重卡充电站,33.897545105896015,115.46999312042236,1844,1,,36
B0LGXSBNFN,云快充汽车充电站(汽车充电站老子故里收费站北充电站),汽车服务;充电站;充电站,汽车充电站(老子故里收费站北充电站),新能源重卡充电站,33.9274779597454,115.51511393733026,4801,2,,36
B0M676V8HW,云快充超级充电站(恒发重卡充电站),汽车服务;充电站;充电站,大海线与107国道交叉口淇县恒发重卡充电站,新能源重卡充电站,35.59732457992553,114.18002788192749,292,1,,37
B0LGJPN5UG,京能汽车充电站(续发重卡淇县玖洲国际站),汽车服务;充电站;充电站,朝歌路25号,新能源重卡充电站,35.59456850906372,114.18129200180056,463,2,,37
B0LGZ6N98K,星星充电汽车充电站(星星充电-鹤壁市连运运输重卡充电站),汽车服务;充电站;充电站,朝歌街道107国道,新能源重卡充电站,35.59442648452759,114.18286277017214,596,3,,37
B0MDMNXH0F,云快充超级充电站(亚凯重卡充电站2站),汽车服务;充电站;充电站,卫都街道办事处八一路与中华路交叉口向南200米路西3号,新能源重卡充电站,35.60305253507997,114.16788004966736,1079,4,,37
B0MDAN0MY9,云快充超级充电站(亚凯重卡充电站),汽车服务;充电站;充电站,卫都街道办事处八一路与中华路交叉口向南200米路西,新能源重卡充电站,35.60305253507997,114.16788004966736,1079,5,,37
B0M65UJBD7,云快充超级充电站(亚凯重卡充电站1站),汽车服务;充电站;充电站,八一路与中华路交叉口向南200米路西,新能源重卡充电站,35.60305253507997,114.16788004966736,1079,6,,37
B0K3JSCHBN,汽车充电站(恒源重卡充电站),汽车服务;充电站;充电站,中华路与同济大道交叉口北200米,新能源重卡充电站,35.60763049557495,114.16870610006715,1425,7,,37
B0LKT6UUA0,云快充汽车充电站(淇县速能集中式快速充电站店个体工商户),汽车服务;充电站;充电站,南关村桃园路东段路北南门里浴池单枪160千瓦,新能源重卡充电站,35.594493104293825,114.19944738713076,2052,8,,37
B0K1S79YOF,淇县窦氏重卡站,汽车服务;充电站;充电站,窦氏运输有限公司,新能源重卡充电站,35.592832759521485,114.21240208862304,3236,9,,37
B0K16CUOSE,力氪汽车充电站(淇县窦氏重卡站),汽车服务;充电站;充电站,河南淇科检测有限公司南侧50米,新能源重卡充电站,35.59274299794006,114.21254142240906,3250,10,,37
B0MDZN64MV,云快充超级充电站(亚凯重卡充电站3站),汽车服务;充电站;充电站,卫都街道s222省道南水北调桥向西100米处,新能源重卡充电站,35.61125090046691,114.13447435798646,4159,11,,37
B0M6UXT7IE,平高智联超级充电站(小庄重卡充电站),汽车服务;充电站;充电站,天坛街道小庄村,新能源重卡充电站,35.13097396263123,112.55464471138,58,1,,38
B0LK01950L,云快充超级充电站(杰跃重卡超充站),汽车服务;充电站;充电站,直辖县级行政区划丰田路与北环路交叉口西南侧50米,新能源重卡充电站,35.13205611521912,112.55536112281796,79,2,,38
B0L10HDYAA,特来电汽车充电站(特来电济源S307克井柿槟重卡充电站),汽车服务;充电站;充电站,克井镇北环路,新能源重卡充电站,35.13186747351075,112.5576809197998,246,3,,38
B0L66ZADE2,玖运重卡汽车充电站,汽车服务;充电站;充电站,丰田路111号,新能源重卡充电站,35.13122622009277,112.55888336120604,350,4,,38
B0L67KTSNE,蔚景云汽车充电站(济源市宏聚达重卡超充站),汽车服务;充电站;充电站,天坛街道西环路,新能源重卡充电站,35.1298528781891,112.550856357193,415,5,,38
B0JKY7CIID,中国石化汽车充电站(中国石化第二十充电站),汽车服务;充电站;充电站,243省道克井镇柿槟村北(市交警支队第三大队东500米),新能源重卡充电站,35.131054369934084,112.561919045105,627,6,,38
B0MGTZ6F02,星星充电汽车充电站(柿槟物流园充电站二期),汽车服务;充电站;充电站,柿槟物流园北门路对面,新能源重卡充电站,35.1323230960846,112.56394843064882,816,7,,38
B0LU4HWUCL,星星充电汽车充电站(柿槟物流园充电站),汽车服务;充电站;充电站,柿槟物流园北门路对面,新能源重卡充电站,35.1323230960846,112.56394843064882,816,8,,38
B0LARKXXMI,汽车充电站(云快充军盛大型重卡站),汽车服务;充电站;充电站,丰田路111号,新能源重卡充电站,35.139197098922736,112.5530674198456,887,9,,38
B0LBHR0YQG,汽车充电站(特来电重卡超级站),汽车服务;充电站;充电站,丰田路111号,新能源重卡充电站,35.139129895935056,112.55188775909424,908,10,,38
B0LUVXF2N9,特来电汽车充电站(特来电济源北环路豫金重卡充电站),汽车服务;充电站;专用充电站,克井镇柿槟大道珑泽物流有限公司院内,新能源重卡充电站,35.13112361921692,112.56766845787048,1149,11,,38
B0LDR7I83T,特来电汽车充电站(S307济源克井灵山重卡超充站),汽车服务;充电站;充电站,克井镇中国一汽解放商用汽车济源服务站越祥汽车服务有限责任公司,新能源重卡充电站,35.12046078964234,112.5450230152893,1518,12,,38
B0LK15DNJE,特来电汽车充电站(特来电济源丰田路中鑫重卡充电站二站),汽车服务;充电站;专用充电站,克井镇丰田路,新能源重卡充电站,35.14481574473573,112.55187715827942,1523,13,,38
B0LABA38QF,汽车充电站(中国铁塔河南济源博翔建材重卡站),汽车服务;充电站;充电站,柿槟村东,新能源重卡充电站,35.12616361915588,112.57503449052427,1910,14,,38
B0MDSSD8KG,充立方重卡充电站,汽车服务;充电站;充电站,温公街1巷,新能源重卡充电站,35.128171581008914,112.57728660768126,2055,15,,38
B0L3U4G2GY,新电途汽车充电站(天裕新能源充电站),汽车服务;充电站;充电站,克井镇渠马线,新能源重卡充电站,35.16566789741516,112.55261666236876,3826,16,,38
B0I3YLKIU5,云快充超级充电站(云快充济源太阳神充电站),汽车服务;充电站;充电站,济水大街与西二环交叉口,新能源重卡充电站,35.09800467939759,112.52512779618836,4600,17,,38
B0LKODFMO3,特来电超级充电站(济源北环路牡丹园东充电站),汽车服务;充电站;充电站,北海街道北环路济水之源文化旅游区·牡丹园,新能源重卡充电站,35.111900293426515,112.60028981063844,4657,18,,38
B0JKY7ASPX,中国石化超级充电站(第十二充电站),汽车服务;充电站;充电站,沁园路与北环路交叉口(济源牡丹园斜对面),新能源重卡充电站,35.1117901789856,112.60173931472778,4780,19,,38
B0MBFN246U,云快充超级充电站(襄城县润泽工程处充电站),汽车服务;充电站;充电站,库庄镇襄城县工程处加油站附近,新能源重卡充电站,33.8961911070404,113.47556919776916,3916,1,,39
B0LGCXWDT6,云快充超级充电站(鸿启新能源充电站),汽车服务;充电站;充电站,山头店乡寺门村,新能源重卡充电站,33.82791947221375,113.4654307891693,4051,2,,39
B0MAVB5925,铁门锦阳重卡超充站(星轲能源JM),汽车服务;充电站;充电站,信帮食用菌开发有限公司东南侧220米,新能源重卡充电站,34.75297737846374,112.01116571235656,1325,1,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LKLN7636,云快充汽车充电站(锦阳重卡超快充电站),汽车服务;充电站;充电站,铁门服务区,新能源重卡充电站,34.75303495884704,112.01129029273986,1334,2,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LKRZ6259,蔚景云汽车充电站(新安县茗飞重卡充电站二期),汽车服务;充电站;专用充电站,铁门镇S97新伊高速,新能源重卡充电站,34.751283743606564,112.01329367424012,1567,3,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0L1FZWC47,蔚景云汽车充电站(新安县茗飞重卡充电站),汽车服务;充电站;充电站,铁门镇S97新伊高速,新能源重卡充电站,34.75181126405335,112.01395038542177,1606,4,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LR05N5T5,特来电汽车充电站(特来电新安县茗飞重卡充电站),汽车服务;充电站;专用充电站,铁门镇S97新伊高速,新能源重卡充电站,34.75228415779114,112.0141666224823,1610,5,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0MD95PCIO,特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站),汽车服务;充电站;专用充电站,铁门镇G30连霍高速,新能源重卡充电站,34.75757793190003,112.03424655464173,3404,6,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0KK9XSBWM,蔚景云汽车充电站(硕鼎铁门重卡充电站),汽车服务;充电站;充电站,铁门镇恒信化验,新能源重卡充电站,34.747797196273815,112.04480897438047,4460,7,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0K0V5HE45,汽车充电站(超达重卡充电站),汽车服务;充电站;充电站,汽车充电站(超达重卡充电站),新能源重卡充电站,34.74847179437256,112.04514208746338,4476,8,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LR05MSKW,特来电超级充电站(特来电洛阳超跃新能源科技有限公司充电站),汽车服务;充电站;专用充电站,铁门镇超达停车服务有限公司恒信化验,新能源重卡充电站,34.74778482162476,112.04588631362915,4557,9,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LAX14N6L,汽车充电站(昌通星星重卡充电站),汽车服务;充电站;充电站,铁门镇多力通轮胎,新能源重卡充电站,34.74789874261475,112.0467791201782,4635,10,"共2个：
蔚景云汽车充电站(铁门锦阳重卡超充站)
特来电汽车充电站(特来电洛阳新安蔡庄天久重卡充电站)",156
B0LU7BWR8T,中国石化汽车充电站(十矿充电站),汽车服务;充电站;充电站,平煤大道与平郏东路交叉口西北角中国石化加油站,新能源重卡充电站,33.768871273422256,113.35472315727232,3355,1,,160
B0J21XHK7Q,特来电充电站(高新智慧物流园店),汽车服务;充电站;充电站,建设路东段高新智慧物流园平煤杭萧工程有限公司南门地面停车场,新能源重卡充电站,33.7360261509552,113.4083931274872,3722,2,,160
B0M1B7XUGM,特来电汽车充电站(平顶山永祥新能源重卡充电站),汽车服务;充电站;专用充电站,光华路街道昆阳大道,新能源重卡充电站,33.7604478620453,113.4366021709442,4283,3,,160
B0LRRKJ1ZP,金冠智充汽车充电站(极闪重卡超充站),汽车服务;充电站;充电站,建设路611号,新能源重卡充电站,33.73254642341614,113.41597550621027,4402,4,,160
B0LRKSIFYB,云快充超级充电站(襄城县润泽充电站),汽车服务;充电站;充电站,紫云大道湛北镇侯楼村润泽加气站,新能源重卡充电站,33.771279092254645,113.44329547470092,4889,5,,160
B0H305AA6U,充电站,汽车服务;充电站;充电站,建设路与建东立交桥交叉口东320米,新能源重卡充电站,33.731072946548466,113.42380016557313,4953,6,,160
B0MGN5PUYT,腾付充汽车充电站(融钰重卡超充站),汽车服务;充电站;充电站,和谐路18号,新能源重卡充电站,33.83897870407104,113.56489221957398,475,1,,161
B0JDOLBMDO,云快充汽车充电站(襄城立交桥店),汽车服务;充电站;充电站,高速收费站西30米(停车场),新能源重卡充电站,33.84859062095643,113.56786034080504,1278,2,,161
B0L3ZC0Y9W,新电途汽车充电站(洛界重卡充电站),汽车服务;充电站;充电站,洛界石化加油站,新能源重卡充电站,33.82019831294251,113.5925813896942,2846,3,,161
B0L2ZX4LMS,480KW洛界重卡超充站,汽车服务;充电站;充电站,325省道西南侧,新能源重卡充电站,33.82005040830993,113.59291563764953,2880,4,,161
B0MUYCQV1H,星星充电汽车充电站(星星充电-绿行能源重卡快速充电站),汽车服务;充电站;充电站,火龙镇兴阳线,新能源重卡充电站,34.18597113360595,113.36498083465575,281,1,,162
B0LDT637RD,星星充电汽车充电站(星星充电-绿行能源重卡快速),生活服务;生活服务场所;生活服务场所,火龙镇兴阳线,新能源重卡充电站,34.185927467391956,113.3647472256622,287,2,,162
B0MUU1YNB2,新电途汽车充电站(恒丰禹州火龙超充一站),汽车服务;充电站;充电站,火龙镇兴阳线,新能源重卡充电站,34.18142150421142,113.37204084014894,582,3,,162
B0L2V57SCZ,新电途汽车充电站(恒丰禹州火龙超充二站),汽车服务;充电站;充电站,火龙镇兴阳线,新能源重卡充电站,34.18142150421142,113.37204084014894,582,4,,162
B0K1R172RZ,新电途汽车充电站(恒丰禹州火龙超充三站),汽车服务;充电站;充电站,火龙镇恒丰公寓,新能源重卡充电站,34.181271199035656,113.3723404586792,614,5,,162
B0KR11PSEY,星星充电汽车充电站(星星充电-火龙红运新能源快充站),汽车服务;充电站;充电站,火龙镇兴阳线,新能源重卡充电站,34.17965969633484,113.3779238306427,1156,6,,162
B0L39PRCEQ,星星充电汽车充电站(星星充电-禹州禹电新能源火龙镇重卡快速充电站),汽车服务;充电站;充电站,火龙镇风神轮胎,新能源重卡充电站,34.192699028671264,113.3587807433319,1219,7,,162
B0K65HJYD1,云快充超级充电站(伟亮云快充超充站),汽车服务;充电站;充电站,S237和谐东路京辉汽修汽配对面,新能源重卡充电站,34.17804596336365,113.3781837162018,1258,8,,162
B0K365FP1O,星星充电汽车充电站(新一代绿能超级充换电站),汽车服务;充电站;充电站,火龙镇燕磨路河南省禹州市火龙镇剑桥幼儿园,新能源重卡充电站,34.19400020304872,113.35712166157528,1426,9,,162
B0MB1PVSXM,星星充电汽车充电站(星星充电-禹州意鑫火龙镇重卡快速充电站),汽车服务;充电站;充电站,意鑫星星充电站,新能源重卡充电站,34.176299996109,113.39662785249324,2908,10,,162
B0MBD7GY1M,新电途汽车充电站(卓言新能源充电站),汽车服务;充电站;充电站,蕴通选煤有限公司东北侧60米,新能源重卡充电站,34.1553091867218,113.3692176016998,3173,11,,162
B0MD95OXK8,特来电汽车充电站(特来电许昌禹州华龙老官陈重卡充电站),汽车服务;充电站;专用充电站,火龙镇华龙老官陈村,新能源重卡充电站,34.21305298240663,113.362806530838,3282,12,,162
